,"Taxation statistics 2016–17 Individuals: Selected items, by state/territory1 and postcode, 2016–17 income year2",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151
662,NSW,2845,1018,1012,55583966,837,11205353.49,726,1011142.53,13,15276.59,725,1025332.16,772,11902575.28,22,89430.72,847,51463229,831,12824391,248,321485,19,280773,20,46217,89,684416,63,760203,9,249753,5,93555,489,513848,71,9292,196,291760,196,124743,1014,57816337,311,571138,85,163542,658,192531,58,95252,574,605606,741,1628069,29,10787,7,7039,5,5034,437,82282,565,117573,827,2156419,27,579480,19,287897,127,778767,9,-98348,67,1338236,19,41582.68,5,68799,1,38974,14,106868,24,335239,19,68095.14,36,994984,46,288124,23,161344,17,78681,17,13296.84,74,942842,54,443514,30,50963,76,608273,30,141538,45,-301446,76,-159908,21,105411,4,96024,6,174145,84,131117,7,275977,65,9038715,72,9314692,70,8523448,9,-244457,66,957454,73,712997,29,171125.39,9,29833.16,37,15753.46,478,151626.96,603,448,273807,109,45326.79,97,23793.76
663,NSW,2846,136,132,5361208,93,941076.9,71,85670.54,2,3398.81,71,89069.35,82,950610.12,1,2389.52,98,3966645,87,867622,23,27892,3,17002,2,33436,16,118505,18,184138,2,18414,2,25019,70,130403,7,3872,28,75231,28,32234,135,5662805,33,84801,9,19367,59,17082,4,3718,49,74237,67,199205,5,1392,3,10912,1,833,30,15915,61,17833,92,269993,1,16139,0,0,8,52116,11,-164885,16,222997,5,65783.3,1,34771,2,16899,2,9202,6,344750,5,105497.18,10,769096,6,48731,2,81921,1,47,1,9.09,16,224835,11,73957,3,3059,17,105465,9,62668,8,-20314,17,42354,2,7684,0,0,1,9864,5,7489,5,102904,19,740524,23,843428,24,663266,7,-43811,18,165060,23,121249,9,17028.25,2,2762,9,1319.3,66,21953.79,78,61,35130,16,3455.35,8,3428.48
664,NSW,2847,1095,1083,55824274,865,10910867.88,728,976272.64,20,20915.51,728,997188.15,782,11493480.36,23,65145.06,906,51464972,890,12566251,264,534339,13,91264,17,68270,118,789125,94,1061243,7,68894,12,262485,540,390169,55,31917,201,816554,201,324236,1090,57954509,314,554114,81,166774,667,178951,44,78441,614,568464,766,1546744,27,9035,12,1190,8,108383,459,90248,594,133250,859,2011376,22,515039,7,153476,135,1081619,21,-211213,76,622913,39,54700.82,11,169260,11,299928,17,164985,41,185573,28,29733.26,51,645131,33,419704,37,61048,34,45460,32,2789.01,90,1246507,68,668341,35,90985,89,639967,38,207561,54,-360347,92,-152786,21,175470,9,43758,1,12000,75,110526,18,476918,54,2395430,70,2872348,71,2557396,20,-349767,56,543510,73,193743,23,63740.54,9,16271.36,20,5466.3,522,166074.65,643,496,320357,110,59167.48,86,29166.07
665,NSW,2848,544,532,22455969,385,4039854.12,303,367971.42,4,3035.16,303,371006.58,333,4211619.03,5,17742.62,382,18470140,372,4312456.7,114,161888,19,171953,9,90147,89,652440,58,708030,0,0,2,36138,261,396252,36,12283,127,706101,127,302298,535,23385881,132,269980,30,26594,275,82264,15,32399,223,264935,303,676172,7,3632,2,59,0,0,117,58247,226,56384,360,887317,12,239069,12,227874,41,316756,21,27231,42,133514,16,13567.32,5,114322,1,40130,7,28961,19,104667,10,11286.65,24,213412,19,219915,24,93478,20,13267,21,3682.28,40,467400,27,120955,13,26452,43,223167,23,144222,20,-47396,43,96826,4,65156,3,21579,3,66000,14,21061,1,100018,47,4965131,48,5065149,46,4263630,4,-20749,48,795951,52,775202,23,106339.19,1,1815.87,25,6348.73,249,84767.16,235,197,120784,31,10509.57,36,12201.14
666,NSW,2849,773,752,35576987,557,7417592.96,442,621113.2,8,8742.75,442,629855.95,483,7547028.82,16,55270.93,496,27936859,475,6924719,139,197405,18,122936,9,24488,66,459349,81,948426,10,104303,3,85035,479,577787,65,69706,235,1189766,233,495252,768,38003872,201,417343,54,57875,375,112837,17,27897,317,386632,419,1002584,15,8287,8,8420,7,13756,187,48452,318,120800,535,1639419,23,369721,11,174092,65,535580,135,324526,125,1777404,38,59071.08,1,170000,11,900377,21,146113,47,817267,30,248002.43,67,3041658,50,1987577,47,119011,42,83665,36,12630.52,113,1925419,87,843891,38,64225,112,917990,51,538439,65,-439126,116,99313,17,57231,8,16563,12,255590,45,181480,56,3379526,100,8299217,147,11678743,145,10000677,61,-1718136,102,2405826,151,687690,55,444676.44,11,21198.84,82,26053.41,341,110380.79,518,439,285779,83,22802.49,64,26721.24
667,NSW,2850,9647,9534,526451038,7615,111520801.8,6467,9438367.49,157,207971.08,6464,9639444.23,6934,117230985.1,262,934910.82,7560,449275332,7315,114144909.56,2040,4541152,97,1567246,116,1299103,767,4993473,670,7341344,79,1565102,74,1966023,5338,6531952,771,528127,2381,16624565,2376,6817568,9603,552564342,2673,5798750,740,1188491,5717,1622556,397,717476,4757,5432157,6391,14759430,241,121520,81,658394,125,504515,2558,926642,4356,1633578,7452,23435927,206,4412911,186,3429821,810,7008233,737,-429104,1400,21941365,453,1522728.15,35,580107,75,1664384,154,1724370,482,5627624,344,1322362.76,648,29319737,565,10150161,416,1438532,383,612441,354,146863.06,1523,28581516,1199,13060881,640,2081380,1524,13761997,630,6065374,907,-6388116,1540,-322742,155,597570,77,532423,160,3295321,603,1509834,225,17691984,838,66276856,1040,83968840,1034,68650527,246,-3227388,855,17051736,1076,13824348,481,3843873.6,102,324629,772,286515.62,4522,1465039.3,6009,5150,3293588,725,218854.38,1109,396793.65
668,NSW,2852,1735,1698,85002126,1316,17220693.75,1064,1495284.22,31,41224.78,1064,1536501.04,1174,17944467.21,27,101299.09,1311,77052446,1273,19155545,366,882714,14,143928,25,423766,139,935895,131,1399937,14,243349,13,255721,890,853436,115,78330,384,1425341,383,593660,1722,90426945,512,1105368,115,337828,1040,303181,72,93627,829,982642,1124,2822646,47,21424,6,609,10,6698,394,274465,757,238603,1297,4034697,63,1329263,18,376921,118,766676,191,1704721,227,1864228,50,74646.77,7,38353,19,278802,30,102287,64,1020762,37,237750.77,88,4643740,90,1764776,57,94693,46,45280,46,17086.29,228,3290630,170,1411012,83,167517,227,1609436,116,878299,114,-775634,230,102665,32,50877,4,55345,21,423526,117,244194,54,3784135,123,12939004,170,16723139,168,15221590,58,-986484,126,1896266,173,909782,67,349016.04,14,39727.16,138,55786.97,787,265768.02,1029,871,530858,124,27957.64,130,35503.61
669,NSW,2864,476,473,22521579,381,4334604.61,305,394807.4,4,3318.52,305,398125.92,328,4445336.73,7,32899.85,335,17669172,328,4165143.98,92,216378,6,115162,7,139077,23,177809,34,409835,3,56369,2,40649,288,337610,58,77905,124,857867,124,360856,474,23803891,106,269328,23,64165,244,70350,7,24337,215,210490,280,638670,6,757,12,5534,12,37756,135,44173,179,50712,344,1179634,13,309683,11,178900,47,329746,94,1050299,137,1078780,37,80851.13,4,93704,4,332951,4,35208,27,199649,18,21013.73,30,964232,45,453949,26,252266,22,10772,19,527.59,58,835803,46,415054,19,35586,58,429189,29,190111,28,-234137,59,-44026,6,80573,3,833,13,320396,45,81636,21,1893905,30,1695972,49,3589877,45,3237385,21,-6570,30,263322,49,256752,21,111358.31,2,6915,64,21946.25,246,75259.15,305,258,176647,30,10329.48,28,11624.23
670,NSW,2865,463,457,22362516,362,4449136.94,302,398768.47,3,4299.64,302,403064.04,326,4565381.19,6,25709.47,331,17039079,320,3934652,140,287878,3,59522,2,58020,35,245862,22,282284,2,20363,1,8167,221,226864,39,7771,102,201563,102,84054,460,23911333,98,215750,35,107643,262,69427,10,8819,219,205713,285,607352,5,637,8,10676,4,830,135,31688,184,75906,333,1143580,14,285906,11,169049,33,306370,95,1798308,81,1008510,24,30931.78,2,3275,6,53605,3,29712,26,1310243,20,504758.07,34,4074172,29,512861,18,157655,16,16844,16,32436.16,61,918574,47,363396,21,33934,56,517644,30,238664,32,-235064,62,3600,11,9985,3,651,14,361433,29,55058,16,2989915,23,2468068,37,5457983,37,4410421,16,430060,24,565681,38,995741,22,143413.28,3,3871,52,25118.33,221,68431.72,269,243,150546,16,3657.45,40,11017.2
671,NSW,2866,1630,1611,79073184,1299,15253678.8,1079,1401953.17,20,21677.97,1079,1423631.14,1154,15833414.91,45,143086.39,1198,60477335,1155,13850309.15,385,634647,27,408861,19,219254,83,586167,117,1357214,13,328820,10,369217,928,998655,198,110417,445,1942245,445,811426,1624,84360800,419,854402,113,232630,879,247624,79,129252,786,761252,1004,2225160,19,4566,20,12215,23,20813,485,370481,626,242012,1173,4180046,51,960314,32,500323,159,1465736,268,5071429,385,6612746,129,615636.79,7,347197,14,198895,27,183107,88,1148680,59,149377.15,114,3187349,127,2542647,82,343050,79,149879,77,31206.34,250,4779697,187,1800198,82,159851,252,2403935,120,1238443,137,-822730,257,415713,27,223766,11,66255,39,1047995,105,256804,62,5053364,116,10064193,160,15117557,159,12757278,65,13434,123,2139533,168,2152967,78,626787.84,16,68636.5,194,86494.32,835,259767.11,1020,896,592726,80,24781.57,165,57018.64
672,NSW,2867,328,323,14723553,255,2777976.08,198,252328.31,3,3711.64,198,256039.95,218,2716632.1,2,6980.79,215,9196044,208,1916735,58,173875,3,30468,2,3659,25,167950,30,324599,0,0,2,41933,189,434292,47,47124,106,880911,106,351043,327,16186552,68,131695,17,35699,153,46173,11,28556,132,133327,171,375450,5,281,3,170235,5,105153,82,45989,113,31595,225,1073882,6,126377,5,75551,32,280073,82,3014294,94,1226144,32,104618.14,2,6668,2,34880,5,41595,23,93865,16,20781.56,26,635776,24,344773,23,29783,22,28835,21,2896.06,40,598159,29,265976,12,23871,39,307015,20,98199,19,-96902,40,1297,6,79243,7,2084,13,309186,18,35993,15,2144276,29,1378105,41,3522381,41,2862098,17,258791,29,414331,42,673122,18,62949.82,2,4193,64,30994.3,167,50913.89,220,193,133211,12,4034,27,16073.46
673,NSW,2868,329,324,13641184,274,2293599.26,207,224645.81,1,1044.72,206,219209.15,235,2097613.88,8,34969.36,221,9286138,215,1870496,75,217629,2,7331,1,6650,23,180667,16,169023,4,48336,3,19006,188,309482,36,6227,93,193077,92,80756,326,15099819,82,217409,27,103033,165,55336,5,5914,143,221232,182,602924,11,10385,4,41192,5,11306,78,21046,119,34054,230,1324242,7,139601,3,47794,18,109202,80,3442930,60,764045,12,46966.26,0,0,0,0,4,70226,14,86894,13,14816.89,15,177908,19,97103,12,344838,11,19864,8,144064.66,49,644609,38,229344,11,12938,50,367004,24,170706,26,-135383,50,35323,4,2507,3,7834,22,531391,11,71944,22,2776405,23,3100416,41,5876821,42,5533901,23,4026,24,282675,41,286701,26,124369.34,5,7916,60,29755.8,205,66258.91,207,185,118214,14,3573.29,17,5949.4
674,NSW,2869,694,678,26511232,519,5018503.97,417,480292.21,9,8933.07,417,489225.28,458,5007631.71,12,44298.93,444,18537620,429,4142655,141,149734,4,28221,4,18649,97,709967,74,864326,6,125235,2,43546,427,682457,78,90570,192,730719,192,303057,689,28884927,117,218749,42,84913,239,65845,15,21137,267,232767,338,623411,12,3150,34,6477,20,4446,104,41987,187,81670,439,2167692,15,268519,3,16498,36,360781,193,3267582,121,1672945,32,160123,4,56124,9,100857,11,77049,37,542139,35,112293.28,52,3161230,89,778892,27,32541,24,16573,20,2158.33,81,1330897,49,363700,25,38055,75,582733,50,484136,31,-137727,81,346409,11,29329,5,18192,49,1351232,17,55183,48,5245654,36,2666676,77,7912330,77,6839762,48,388685,38,647098,79,1035783,39,227775.31,6,13589.63,109,58283.17,361,118940.65,359,330,216003,20,6080.09,58,23437.34
675,NSW,2870,6310,6253,313312638,5087,60148524.81,4283,5523714.16,87,116653.33,4281,5633554.31,4604,62827250.93,170,633146.62,4982,264613567,4862,62384171.61,1540,2644303,67,1258840,76,842957,587,3737174,433,4953115,57,1135475,50,1169718,3795,3760098,537,502414,1425,5860460,1424,2439410,6285,328950121,1729,3260609,606,1225659,3872,1197707,250,415509,3433,3846921,4329,9946405,188,30468,110,21883,101,213338,1839,682614,2950,804089,4952,14602459,163,3439355,183,2257646,538,4447569,399,5999182,853,13704581,319,806645.63,26,770947,32,722397,56,425214,236,2098055,173,461333.32,317,7653196,411,6809978,242,779228,225,220983,216,250463.02,835,12570142,660,5429240,264,665506,820,6314788,376,2769426,466,-2608818,843,160608,76,716255,78,217603,125,2322630,286,578835,104,18334989,409,33777475,494,52112464,489,41241245,108,936431,420,8213135,508,9149566,243,1981145.35,60,184368.67,507,227453.83,3174,1014211.43,3684,3052,1812138,544,181413.63,502,164850.51
676,NSW,2871,4816,4723,229068533,3884,43987948.87,3217,4035517.29,64,75731.52,3218,4111192.55,3507,45627666.67,140,563487.34,3574,170785929,3445,37673684,946,1913950,37,452843,43,226546,415,2491742,385,4352801,49,676054,36,734440,2946,4332365,479,159474,1261,10132208,1257,4235877,4797,246094069,1195,2483889,360,716411,2686,855280,234,352692,2255,2298389,3045,6706661,53,15612,64,284669,74,108580,1149,368053,1982,657149,3682,12116262,161,3856148,105,1375960,388,3326726,615,8771869,968,20938242,311,1280189.49,21,368407,35,729125,48,444906,219,3227311,154,653170.99,310,10431160,350,6193370,213,586782,189,319705,185,114335.36,614,9231441,420,3154119,183,358386,600,4551299,342,2599675,273,-1432038,620,1167637,68,138071,35,221138,149,3420826,287,537868,119,15104936,370,39197674,459,54302610,456,45440474,126,124436,377,8694970,473,8819406,252,1930515.28,49,121672.23,533,265243.78,2627,838709.38,2795,2347,1386321,352,101318.23,421,156612.85
677,NSW,2873,362,349,15863928,280,2991550.66,231,280314,2,2826.77,231,283140.77,255,2974975.71,4,5240.81,190,8933112,183,2001704,62,64742,2,17245,6,53098,16,123222,23,312440,1,4667,0,0,245,814689,69,14392,148,444593,148,190503,362,18198510,66,161806,31,35208,133,40865,11,12386,109,218882,150,469147,6,408,6,301649,8,2098,50,16686,71,24718,219,1596731,9,147268,1,29976,19,149002,160,5586096,102,499042,31,26551.72,1,39703,4,134875,2,12334,13,18985,12,4318.76,19,198940,38,373630,22,13049,23,-19498,16,1196.13,37,518672,16,130275,7,13185,35,241051,23,172283,14,-38122,38,134161,11,67527,1,1632,35,759050,12,22975,35,7094158,20,1077332,53,8171490,53,6661499,37,842272,19,404868,54,1247140,33,243924.16,1,700,105,56481.92,198,63844.1,267,235,183925,16,4587.11,34,13446.86
678,NSW,2874,254,248,10737208,205,2060579.83,172,201927.44,3,3634.59,172,205562.03,186,1948241.75,11,36609.14,153,6337735,148,1463913,65,97203,0,0,2,6128,22,122531,15,181935,0,0,2,29745,174,307902,37,6386,86,149548,85,62565,254,12661407,54,143391,16,27639,97,27123,7,7002,95,121966,118,327121,6,1240,4,1752,0,0,45,19968,56,13306,160,963139,12,230109,4,22183,8,154145,110,4746637,73,340660,13,8219.18,0,0,1,3012,1,2946,11,25074,8,4141.43,12,56914,22,250837,15,2120,14,2114,14,597.94,27,568551,11,174883,8,14211,25,263383,20,153073,7,-36999,27,116074,8,2981,1,2,25,591486,8,8266,20,2460706,21,1891948,34,4352654,30,3677722,21,150264,22,498672,36,648936,21,109774.39,0,0,68,32704.48,143,46240.86,175,147,100636,22,4590.87,29,12916.2
679,NSW,2875,466,453,20521460,364,3925247.56,297,352853.86,10,12727.27,297,365581.13,330,3865957.28,10,32704.66,269,12982418,259,3173044,103,427112,1,44130,3,159,41,248882,43,456123,5,107425,4,94419,279,628668,60,32923,151,624334,150,265418,462,22207569,101,223788,40,49368,186,61315,15,18306,185,231174,221,583951,12,1066,11,3521,10,11984,75,17987,151,56331,301,1424388,6,98530,3,57640,13,82511,148,4172233,84,867487,26,45109.53,2,47328,7,158761,3,56245,10,20486,7,1515.98,20,949798,49,1130942,17,9514,17,9514,16,761.37,52,959763,33,251718,10,23457,53,474784,33,309992,19,-100188,53,209804,12,4431,0,0,33,732958,13,16590,36,4813052,32,1877664,62,6690716,56,5594723,36,689518,34,350496,64,1040014,34,257348.5,6,19164.71,104,47771.59,246,83532.99,292,249,168215,35,8778.09,38,12151.04
680,NSW,2876,238,232,8843504,156,1618159.25,130,154643.18,0,0,130,154643.18,141,1523306.63,3,13640.21,141,5616512,135,1264629,43,32697,1,2104,2,2043,29,260297,18,212392,0,0,2,21111,156,177444,41,10460,88,120709,88,51708,236,9796705,43,79649,7,3624,81,26502,4,3393,80,75957,106,189125,3,117,1,65,3,481,36,20838,60,20217,128,344332,4,97042,6,62767,10,99423,100,1437216,62,603298,20,32270.03,0,0,6,183634,3,6723,8,32846,5,6318.42,12,186041,43,112053,12,9605,10,5377,9,527.93,20,289939,8,36728,2,4967,15,91980,16,174757,4,-18493,20,156264,2,1128,4,69519,5,105000,5,8489,20,4122326,10,925529,29,5047855,29,4109921,20,503143,11,310004,30,813147,14,168342.61,1,1702,49,29403.28,99,33813.93,171,151,94116,21,6314.22,21,7491.07
681,NSW,2877,1982,1948,91815271,1601,17772919.68,1300,1612680.33,24,30763.61,1299,1642836.6,1429,17909720.27,57,173266.47,1406,64893423,1363,14271028.18,405,707804,12,297238,16,112591,196,1252194,141,1798755,5,71520,6,201851,1036,1433244,196,78699,462,1858063,462,766859,1975,99465408,426,824523,131,163414,1030,293319,39,58453,897,855523,1175,2195232,63,21630,33,57003,21,20239,491,107778,807,223931,1410,4342943,40,668995,28,322960,120,802651,356,10403723,381,7836657,104,398314.8,21,354091,12,112986,17,133955,84,2249406,65,887338.3,121,12595722,85,1813794,60,56041,55,33796,53,7488.39,185,3211293,142,1326773,59,176847,181,1402437,94,824897,94,-519661,189,305236,30,23350,11,72039,73,1597919,65,119211,88,14038944,121,7736332,193,21775276,177,16710373,91,2445841,120,2494554,195,4940395,119,806585.61,7,19328.62,290,142721.69,1079,341930.06,1040,890,610638,119,33669.76,157,66027.68
682,NSW,2878,171,168,11986905,139,2960931.79,123,222337.72,5,6044.55,123,228382.27,130,2847633.92,4,19389.51,100,4666408,96,1160765,23,54594,1,141544,3,5090,9,54899,7,75191,2,45566,0,0,119,303990,14,1416,42,343128,42,138632,171,13024474,37,74707,11,20943,74,28508,2,739,65,83516,84,208413,4,689,2,108,1,350,32,6012,55,23380,116,775000,3,75852,0,0,8,18068,62,5769954,50,222830,15,8727.88,0,0,1,341,1,8675,7,714253,6,280702.77,9,4632537,15,217792,6,590,6,590,5,59.76,28,746301,19,174460,9,77236,28,312601,19,236333,9,-54329,28,182004,7,55984,1,5,17,515428,9,20620,16,2987764,14,2237374,25,5225138,23,3454094,16,1424698,13,220013,24,1644711,18,306883.81,2,6834,61,44105.29,60,20188.86,114,95,76837,14,5635.5,38,22320
683,NSW,2879,214,213,11018406,177,2191767.52,146,195073.5,3,2817.95,146,197891.45,159,2179432.02,9,39008.99,159,7930913,154,1954715,41,128779,6,66029,2,37096,36,280793,15,182316,1,17288,2,39919,96,162570,18,38262,29,368923,29,157441,213,11435970,47,111730,14,15442,119,33420,6,7901,95,122630,129,291123,4,936,2,5863,4,2337,43,7956,86,28143,156,417564,3,40954,1,31177,17,146851,20,1757157,27,322624,4,85791.01,1,52172,3,45660,5,97077,4,24661,3,2585.66,7,63136,11,84297,2,1647,2,1647,2,88.37,24,318515,15,104193,8,16615,23,189945,15,66379,9,-58617,24,7762,6,6949,1,12937,4,76875,5,4331,8,1465074,17,1287671,23,2752745,22,2072239,8,445768,19,146378,25,592146,12,64387.21,1,2593,19,11297.38,106,32586.65,91,72,46417,18,3831.85,19,8223.24
684,NSW,2880,8704,8652,473024970,7325,94366070.61,6295,8460622.01,152,212338.19,6294,8664861.73,6744,97635312.73,322,1112313.08,7255,403116432,7120,97968390.3,1591,2731918,125,2816980,107,1506517,939,6120356,568,6619660,80,1056730,53,1112105,4332,4159373,641,376351,1419,7555816,1418,3133798,8665,493174596,1859,3541920,564,943575,5760,1721626,376,755341,5188,5658800,6427,12621262,63,22508,85,80433,80,112618,2019,611729,4327,1088233,7134,18064869,565,12332781,220,3764989,1027,8194211,290,36904068,819,11045593,288,468076.47,44,664324,24,194342,114,1072006,301,2626191,230,707597.89,401,7883091,497,7442957,280,1100519,238,194262,241,352421.16,1105,16071831,892,7137552,326,948593,1115,10024971,432,2328199,692,-4367484,1126,-2039285,103,332215,51,420363,122,2839644,339,681715,66,20502823,569,46693297,626,67196120,608,48111741,69,5912520,574,12778498,633,18691018,344,3720114.21,85,188516.17,504,262046.23,4423,1410595.98,4879,4147,2857125,640,235224.38,826,308105.81
685,NSW,2898,297,296,20135094,255,5071115.43,214,367345.21,3,5198.59,213,372520.08,225,5187308.01,6,22283.91,234,10173434,225,2233086,67,102635,2,2250,2,111796,11,57165,23,266240,3,45992,2,66745,186,267073,30,5745,79,1093847,77,448773,295,20502612,16,24687,13,9984,122,30507,5,2752,125,82363,166,150293,5,2038,3,3251,3,5898,80,55321,124,50827,220,326622,0,0,1,30478,61,439455,4,-12987,62,4080440,21,983852.56,5,36266,1,69361,8,126720,16,1590104,10,748100.43,20,4167296,20,606910,26,61971,20,3835,18,2558.82,54,1392339,28,237258,20,74570,53,505802,46,675636,8,-100927,54,574709,6,9909,1,7800,4,40266,12,18728,6,156672,40,5892573,46,6049245,43,4645118,6,61391,41,1260769,46,1322160,33,289429.55,5,12110.91,35,15717.05,167,54122.79,172,150,101757,19,8552.69,27,14848.57
686,NSW,2899,1141,1134,44010076,935,7585286.93,747,768254.37,20,28416.71,745,795402.95,776,6819274.49,14,60200.13,856,34042017,814,6522440,86,452525,2,5270,4,68989,41,203486,113,1219191,1,2045,17,643898,713,1896031,58,10553,124,627905,124,250156,1135,45700565,235,219756,42,70506,479,121599,17,39850,412,286341,630,738052,16,3656,13,66098,8,23746,98,59461,126,54706,716,1502786,3,63810,3,19223,128,599151,12,-85125,197,1320167,35,68278.77,35,719259,2,98064,25,187078,39,404210,22,114083.52,46,815905,23,181862,79,715125,46,218237,50,84972.82,209,3416040,115,778327,90,337385,203,1724618,131,1133047,79,-557337,210,575710,8,77039,9,48985,19,515200,28,41022,12,420316,161,44527968,170,44948284,172,42945297,12,-44646,164,1921962,173,1877316,84,378945.42,13,51515.71,125,40798.15,734,254203.07,504,450,253489,55,15842.8,41,12205.34
687,NSW,NSW other,3709,3663,238260707,3006,57819704.43,2425,4130380.14,73,114255.99,2422,4238310.81,2769,60595552.74,126,559664.67,2747,178360848,2647,47320629.53,787,4882339,60,979396,62,1066856,232,1314532,181,1926396,35,839848,59,1983594,2038,4151399,302,265615,894,11686252,891,4902131,3678,250476428,942,2616082,367,714580,1628,534523,120,290205,2024,2665962,2320,6821352,77,65752,91,318939,76,189755,1133,1164042,1982,909781,2863,11369385,108,2354971,99,1562985,323,3172345,48,985060,454,11808586,194,1692775.24,32,328035,8,261628,47,559893,227,8648745,189,2860081.17,276,20466945,239,8557141,209,2659447,175,1207228,168,490525.86,762,21548833,621,10269305,363,1653771,762,10039946,340,4176340,431,-4590529,772,-414189,64,154564,30,238168,57,1345962,174,547301,16,1488220,391,41303091,406,42791311,384,31133082,17,-239349,398,11693232,414,11453883,262,2816460.21,61,252555.67,243,85637.27,1687,540046.81,1977,1726,1161242,188,55365.59,502,222040.74
688,NT,800,5469,5438,410830504,4792,104605949.46,3209,5494367.98,177,302390.42,3213,5796409.41,4609,108385128.65,264,1148479.89,5109,391669756,5072,114758554.16,1062,3767406,89,1095186,146,2583387,184,1062422,48,433403,24,319224,74,3027365,2765,1946935,172,235681,431,4031431,426,1654219,5436,424509289,1562,3134853,702,1410267,3249,1171079,366,924894,3288,4029370,3993,10670463,141,106567,78,154101,56,257732,1588,470405,2364,828372,4285,13424668,108,2813353,575,29929548,432,3607037,3,134057,262,7051887,123,462587.56,63,377760,1,123778,44,790598,147,2465641,128,852964.11,178,5333463,178,4363737,162,1584485,126,239167,136,215736.73,789,18952622,710,11013554,479,2401989,799,10977061,190,1491083,610,-6931065,803,-5439982,52,167717,23,306150,11,325831,198,576480,13,270600,223,15292465,233,15563065,214,11445097,13,-5768,229,4067283,239,4061515,148,877832.81,69,295727.13,137,49918.17,2426,742468.05,2206,1691,741128,362,75034.81,659,205392.63
689,NT,801,688,686,60312128,606,16079652.1,528,1079635.25,20,25423.89,528,1105029.24,568,16774668.34,19,79903.04,540,45379086,527,13019775.66,78,393303,17,211918,21,449647,17,112122,19,175748,4,40306,33,1801302,396,497979,66,47782,178,4777362,177,1911080,686,62372245,185,416982,70,140912,348,92833,21,52802,388,524085,472,1227614,48,34212,22,28417,15,28119,238,159820,443,199915,582,2007526,19,347619,49,1588937,85,1004233,1,85097,97,2718271,33,442624.48,8,430990,2,368483,19,681770,38,661134,32,191426.27,49,1237229,72,2271272,40,375365,37,73641,32,29675.93,249,7554582,211,3630500,127,659886,252,3920859,88,1089971,164,-1746634,252,-656663,16,81987,2,2703,6,160175,47,169254,4,417105,72,6749283,76,7166388,75,4403562,6,-343266,83,2126243,89,1782977,45,704264.62,28,154817.93,55,26161.95,234,65789.06,519,437,224989,61,19346.04,165,57395.09
