,"Taxation statistics 2014–15 Individuals: Selected items, by taxable status, state/territory1 and postcode, 2014–15 income year2",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139
980,QLD,4625,1707,1685,59730412,1159,9594979,915,954637,6,7605,1022,9779094,25,83008,1344,47971554,216,527791,13,108855,24,176009,143,893815,97,931221,8,64860,12,272165,945,1417766,134,410458,252,1749376,252,750432,1704,63239683,282,661311,72,244688,840,216460,39,87397,562,442204,30,7090,12,16113,6,5678,303,91490,533,162815,1132,2776312,60,1090690,141,705129,220,570708,284,4358232,77,332588,14,98941,15,346394,26,146841,64,439048,44,25860,88,1674263,115,2512739,53,54062,52,31761,50,3766,188,2126183,135,934301,71,115563,186,1169202,87,363959,101,-456842,189,-92883,67,33797,28,86039,37,651569,105,189497,77,7179967,113,12729275,171,19909242,172,17926211,85,-314521,118,1804138,182,1489617,74,451734,14,24147,10,7523,883,307902,726,1296,9583640
981,QLD,4626,1285,1242,39834445,838,6418530,657,658736,4,8456,741,6498322,11,30182,933,32903756,135,289234,6,119381,10,36412,104,739890,83,744562,12,125086,3,86821,698,1320632,101,38253,199,1454379,199,623252,1279,43981263,210,593881,69,123321,602,158610,24,36263,380,312670,25,5565,15,33132,9,25655,245,74243,368,111338,837,2190976,27,451999,117,751220,285,-207709,318,3302969,78,188294,6,53603,21,583191,26,202278,55,611203,31,101524,88,3245142,96,1773552,64,139275,63,73860,53,10486,129,1464723,86,507123,47,76007,131,855912,56,311372,75,-285691,132,25681,72,117344,25,89495,24,532003,92,183998,65,4613695,96,6804159,146,11417854,148,10516413,75,-615164,104,1085971,160,470807,61,233512,10,13378,8,11404,677,227865,545,904,6340040
982,QLD,4627,372,348,14132046,265,2597457,221,245953,5,6417,236,2555998,7,13457,215,10063836,30,171130,5,21514,4,23000,40,265448,18,233752,2,60716,1,8633,217,550888,37,33608,66,323541,66,138646,371,15884403,47,106161,14,27837,153,37043,8,13173,105,122052,3,542,5,1072,4,109117,79,27326,111,38405,224,688453,9,132777,19,149433,124,2330464,116,1022639,28,49785,2,14255,3,60664,4,35244,20,145862,14,20408,26,621939,20,487052,17,17124,14,9509,12,1103,35,439375,22,231617,12,29754,34,224626,12,91926,23,-138548,35,-46622,20,10056,10,27065,13,166219,21,39506,45,3895857,39,3264418,79,7160275,77,6349279,45,106380,39,709894,79,816274,32,176398,2,8900,5,6326,186,63481,203,208,2263177
983,QLD,4630,1329,1266,48677577,905,8703029,707,820228,14,19924,779,8753803,20,63972,822,39106286,184,266397,14,291670,18,425877,136,938176,128,1425251,5,34080,10,217472,864,1639889,141,24802,285,1239963,285,530959,1324,52619585,141,288141,32,66229,598,162800,36,55132,366,398373,15,3526,16,66844,12,63968,243,50853,376,103656,868,2371995,25,411571,69,271743,396,1482608,349,3993669,96,118750,5,100565,9,234798,32,252255,71,476527,48,85928,98,3356670,75,1765210,83,57158,77,22000,71,3646,138,1891646,93,962989,41,160145,133,1064914,53,197998,86,-494400,139,-296402,65,100598,14,88377,47,924734,77,187156,142,9419354,116,7510088,237,16929442,239,16099963,148,-1664153,116,1385716,240,-278437,61,274972,5,10661,6,3670,651,215128,716,776,9008296
984,QLD,4650,14852,14758,656372585,11525,117411100,9592,11126760,120,170517,10390,120016903,264,880104,11410,545128783,2349,6243366,256,3032922,362,2732008,1864,11349129,1193,12309205,225,2351147,323,8161430,8097,10256569,1436,569401,3028,13426728,3021,5750711,14810,683853839,2935,6706814,946,2383548,8866,2166196,488,619671,6608,5862671,329,117493,220,320712,210,1040185,4254,1159540,6959,1728844,11628,25849120,867,16012867,1986,13634251,384,-4351055,1853,27597143,691,1618766,88,1212176,67,1660249,201,2055495,617,6531704,431,1400366,851,17154936,1194,19468417,655,3075273,587,1121710,575,706029,2012,26902505,1483,12441278,777,1423384,2031,16037014,805,4609736,1241,-7608907,2049,-2999171,552,666096,118,409955,153,2524667,565,1190405,167,6734241,996,64332085,1139,71066326,1149,55002607,187,-2060295,1025,15851674,1183,13791379,491,2962147,321,682344,135,106734,7970,2590877,6394,11075,120617051
985,QLD,4655,26770,26575,1198316443,20853,219736978,16725,19952184,366,532131,18316,224290150,625,2092701,19666,936172402,4759,14123284,442,4523825,593,4353512,3507,21292846,2765,28730485,372,4238419,803,20605104,14898,21448504,2042,1529521,5076,30339909,5068,13006500,26661,1257550919,6596,16562581,2168,4924723,14684,3987916,1182,1822073,11862,12462725,673,230338,398,748646,405,1338276,7604,2192245,12613,3689286,20985,57138782,1850,35360138,3074,21409811,187,2488933,3446,62482832,1185,3358491,246,3885685,31,750426,390,3842597,1309,15166900,831,3597912,1840,41870140,2022,39782322,1474,13374616,1087,2151987,1063,2646389,3877,58025166,3046,28323022,1840,4429283,3889,31950467,1448,9796678,2457,-16474284,3916,-6677606,1333,1682755,213,1325261,380,6027587,1213,2942980,112,4848460,2001,171180571,2102,176029031,2074,132238693,125,-181417,2059,40992104,2168,40810687,1032,9453520,676,1585149,192,162407,14497,4850730,11650,19042,212975176
986,QLD,4659,1831,1803,74700158,1331,13068261,1029,1201639,22,30120,1134,12944676,15,44126,1190,56896956,281,933022,25,320566,57,762743,257,1752066,246,2529742,42,489768,73,2100055,1001,1691634,178,100887,375,1294672,375,553576,1812,78566035,368,990970,134,415980,905,242005,48,75826,693,631266,38,11761,17,41143,21,111517,454,73327,877,270564,1339,3587246,96,1719460,167,1138852,46,-124228,245,3071006,89,146865,17,244365,6,83651,24,224810,117,1910769,82,332839,154,4211401,130,1704905,87,608191,71,274690,75,145623,292,3986622,214,1786292,117,226553,295,2244479,128,785779,167,-1056481,295,-270702,79,153648,20,67943,28,586194,62,136572,13,824389,135,5634213,148,6462650,146,4703569,17,208092,139,1388074,155,1596166,63,259809,69,152825,14,13989,922,312905,767,1158,13235112
987,QLD,4660,3527,3476,139532976,2450,24942273,1866,2253189,42,58989,2071,25231817,39,129055,2409,106038885,451,1398846,48,747191,80,1062830,462,2845521,367,4112438,52,606262,67,1543705,1981,3950328,361,166089,774,3266512,773,1398902,3509,146345763,601,1452820,171,570069,1718,430783,88,126933,1202,1158799,95,37993,32,57995,35,260492,858,246450,1445,482144,2487,6107841,90,1726320,276,2105432,288,1203439,606,8624106,221,554784,33,338113,27,688702,84,800301,171,1125264,102,199906,243,5785797,341,7093232,186,924356,158,375838,147,335755,473,6156035,332,2587044,239,419184,466,3393476,214,1374093,270,-1617762,484,-243669,148,267352,60,287473,51,911224,139,365646,61,7233328,248,17908332,299,25141660,305,21052160,68,-573356,264,4102932,319,3529576,112,1047814,61,130670,24,24820,1661,554677,1620,2316,23840756
988,QLD,4662,293,291,11439751,223,1795607,170,175595,5,4016,189,1729218,5,22743,209,8987834,41,87677,6,48613,6,25987,47,337148,33,370198,2,36962,10,261391,150,222311,26,4485,54,143226,54,61278,291,12078486,68,198233,20,95525,165,42109,4,9090,114,107180,5,903,3,12649,5,1804,69,14123,136,43630,223,638735,14,257761,23,113427,4,103035,29,432919,11,31463,1,2000,0,0,7,89446,7,78209,4,6543,8,168899,19,372043,12,366267,9,2834,8,88004,35,473465,23,211455,7,14558,35,255220,17,103658,17,-111426,35,-7768,14,12005,0,0,3,89600,14,23212,5,229683,20,695466,25,925149,28,576012,5,-42812,21,241134,26,198322,9,49403,7,20404,3,2341,165,53709,87,206,1944656
989,QLD,4670,39372,39108,1808306920,30551,338252929,25368,30981601,347,425616,27508,351867487,839,2950061,30798,1468834075,7042,18293500,523,5963579,732,5780798,4602,27814100,2991,30591109,438,5253258,611,14660346,21051,27834139,3465,2062438,7643,44335872,7640,19003878,39260,1893800269,8732,21650189,2626,6079400,22773,5604951,1430,2166776,17517,16717621,1406,457762,505,967773,593,2126497,11886,3003212,17872,4919727,30701,80294960,2610,49172978,4564,32421482,1058,14002681,5334,108259852,2143,6663916,346,6676780,143,4863735,460,4507075,1764,15621140,1265,3681291,2490,47349341,3207,57734564,2000,8273075,1765,2612409,1674,1754621,5276,78156460,4232,38582663,2730,5485269,5318,42441673,2062,13118522,3295,-21471667,5367,-8353145,1524,2074901,345,1506321,621,12318774,2012,4110722,283,23978966,2381,259158444,2621,283137410,2602,227565695,328,-2969094,2463,53235499,2742,50266405,1319,13336336,624,1345115,369,308260,21155,6896059,20679,30060,332372394
990,QLD,4671,2660,2601,102610268,1818,18526439,1391,1674972,21,24655,1552,18877997,27,86322,1835,87152930,338,1048544,74,686442,67,663735,434,3000826,271,3071565,24,374237,51,1305711,1449,1571083,318,77821,442,1593238,440,682867,2644,108547936,536,1283934,175,426140,1390,383695,76,75848,973,850421,47,17929,18,47929,26,84912,601,141080,1137,343474,1856,4544834,83,1474170,200,1459669,392,-651187,422,3637616,119,260341,18,348385,67,1608099,77,756566,91,808039,50,105470,151,3302961,202,4121694,111,265467,95,81931,87,18790,317,4036132,235,1855446,111,221339,319,2247622,133,828946,188,-1117221,322,-288275,127,121568,29,112141,35,469105,159,419226,129,8292035,189,10869005,291,19161040,298,18750180,140,-2460182,197,1651694,307,-808488,82,368642,35,77757,12,7390,1228,414487,1214,1772,20872510
991,QLD,4673,361,354,12977904,238,2108798,196,206167,1,1329,208,2135253,6,18062,260,10346930,46,82360,7,88601,6,29845,48,304456,30,348457,4,30751,8,195447,180,208025,27,15107,55,120775,55,51746,358,13804653,67,172356,16,34965,179,43313,10,10522,124,102746,10,2177,5,496,5,13983,88,10683,153,40098,268,550963,15,291572,21,65286,63,581621,60,482568,12,4797,0,0,11,342323,8,95019,7,35349,3,2430,12,305928,26,270196,11,30736,8,731,7,123,45,545954,29,186147,22,19808,41,275854,23,162366,22,-98221,45,64145,20,7476,7,7616,5,81411,16,36428,15,1050516,26,2223028,37,3273544,39,2787565,19,-284697,26,500656,41,215959,10,60859,5,6626,0,0,159,54455,148,253,2256512
992,QLD,4674,621,596,27804002,426,5779017,344,477920,12,20221,374,5915213,5,17209,409,21546250,79,501065,14,340629,31,647708,94,649205,38,390576,10,112718,12,293875,354,559729,51,3524,110,806369,110,345466,614,29321964,109,305744,30,76249,295,76439,11,17051,238,254241,27,10554,7,935,7,4162,152,32166,264,108531,441,1286986,18,285561,59,386288,72,-1516334,93,1942001,26,105972,9,350851,12,809385,20,151692,21,328341,17,87611,29,1299247,51,1366864,22,84171,19,12679,18,1199,115,2304042,92,979936,54,139948,116,1115246,48,565639,68,-496727,116,68912,29,80739,9,78742,16,313021,37,87483,35,1418664,70,3293161,95,4711825,96,4069029,38,-379229,73,861333,101,482104,28,135293,14,22921,1,33,286,96994,283,393,5702609
993,QLD,4676,101,100,3678376,63,670969,44,59741,1,109,50,643513,0,0,54,2410661,9,4116,2,2238,2,177,9,60298,9,98036,1,3145,2,25299,64,151774,14,8487,22,161300,22,69122,101,4143983,21,46831,3,3627,36,8937,1,90,29,22585,4,937,2,2341,1,4238,14,3037,36,12341,61,330695,1,7417,7,49242,29,48691,24,346867,9,7867,0,0,2,53628,1,902,3,100925,2,536,9,1122127,16,43606,6,806,6,806,5,112,14,163151,12,52707,4,13185,14,136691,6,32648,9,-72080,15,-39432,2,3332,2,3527,8,214281,7,11450,12,1536236,9,681930,18,2218166,21,1738663,14,148713,10,141537,21,290250,9,53946,0,0,1,2,39,10766,40,51,513201
994,QLD,4677,1887,1853,99487570,1401,21365104,1191,1753447,46,80440,1288,21871179,24,80705,1333,81636703,267,2302923,42,539133,75,1085091,180,1072438,99,1122808,19,239984,18,480370,1071,1234094,130,47781,295,1343909,293,576526,1875,104629811,427,1131429,116,279018,993,267972,50,78361,806,934479,67,48990,20,13967,22,72984,514,135910,876,441619,1370,3924431,68,688317,220,1775628,82,-392679,308,6897484,76,234956,11,345846,6,245988,37,316569,72,1318697,47,196284,111,4486761,165,4208068,88,939344,72,44003,71,336353,338,5205908,272,3009606,171,494528,340,3246069,109,849165,234,-2393460,343,-1544295,139,227233,13,174616,19,269106,98,249227,33,2920506,205,14667326,233,17587832,223,14008109,35,-207311,204,2945369,233,2738058,112,438751,23,51748,8,4215,818,288575,930,1290,22221334
995,QLD,4678,492,485,28881416,370,6671509,333,537969,15,22667,347,6759564,6,26847,353,24849023,90,741437,12,170025,22,615541,24,115740,25,260382,6,56692,5,90161,309,314828,44,12638,97,350162,97,149797,488,30279978,118,299401,18,24614,286,74325,15,17352,210,257487,10,7228,4,425,3,6694,132,146739,262,99994,389,1194886,25,191134,62,393135,60,-512575,106,1063958,41,36106,5,45755,14,277332,8,67841,32,314416,21,23282,40,553135,52,733197,34,31720,30,6139,29,977,67,1057727,49,564277,36,90153,67,648923,22,163959,45,-409585,67,-245626,38,126944,12,38582,9,88769,34,171858,19,1082724,32,2146085,51,3228809,57,2795718,26,-633870,32,714415,58,80545,20,214355,6,10478,8,3043,181,62599,333,345,6932268
996,QLD,4680,32535,32374,2667078205,27693,687371507,25121,48685644,1589,2521626,26381,729520961,825,3332762,28866,2452498661,8518,103392464,1181,11957077,2245,23040440,2084,11497794,1133,11255160,226,3188152,119,2433208,17773,17475444,2541,1102197,5049,27999744,5034,11990611,32443,2760359548,9475,22948065,2317,4470893,23732,5811246,1632,2800424,19696,28152728,1686,1089456,387,810311,541,2036308,11486,3589402,18581,7232648,28243,89445680,3870,63453076,5682,44303951,364,-2068804,4191,47034223,2318,5155677,448,10752281,107,2671706,389,4480136,1285,12733259,1019,3113718,1872,35082006,2485,51966404,2231,7516714,2102,2124432,2099,1706485,5961,98585881,5466,70480421,3691,11442238,6042,60652061,1135,7946921,4913,-51935760,6053,-43988839,2067,2332276,278,1202888,277,5075219,2106,5269836,162,10668666,1371,133685129,1507,144353795,1547,118065407,195,-2996836,1445,25520915,1609,22524079,691,7314862,192,416651,286,270866,11642,3693649,21849,28441,751660954
997,QLD,4694,167,166,10719970,138,2568659,117,202928,9,8331,124,2747725,4,13316,131,8753575,39,270012,4,29607,13,177980,9,44893,6,89478,0,0,0,0,88,261866,16,1971,23,99395,23,42594,166,11243896,42,88366,6,10747,109,24674,6,9648,92,80439,10,4636,1,60,2,836,33,7110,97,32817,137,273919,10,113724,27,138480,12,-826624,30,933160,12,233646,4,93307,2,148179,4,68245,8,1164568,5,508399,12,3003697,12,64992,11,2301,11,2301,9,210,28,292380,26,238994,18,14106,28,203022,4,29790,24,-193532,28,-163742,16,1540,0,0,1,1500,8,13086,6,1272473,9,681579,14,1954052,14,1754311,6,17575,10,75469,15,93044,5,49532,0,0,6,3282,72,23076,103,130,2407823
998,QLD,4695,582,572,38077414,459,9174887,423,724171,34,51728,437,9710897,7,33939,483,37733389,156,1098181,23,120910,47,375343,44,288639,26,264911,6,99492,2,53406,312,257345,63,11599,101,175023,101,75061,580,39635066,150,427080,31,68120,410,89916,20,34013,336,408891,19,5435,2,4138,3,7833,184,28430,326,132340,489,1308854,40,401435,94,769011,99,-2232066,97,614018,37,8435,17,334049,20,448073,11,112890,19,65011,14,13290,27,198706,41,788236,40,7326,40,7326,38,510,96,1179200,85,844860,52,109888,96,688087,23,113101,74,-576736,97,-463635,37,91840,7,13806,6,38729,32,63929,31,1414410,33,1602949,61,3017359,60,3025671,32,-479423,33,192425,62,-286998,18,100694,6,14923,6,6618,202,65647,351,476,11043595
999,QLD,4697,92,86,4293733,65,904108,55,77174,1,2555,60,953281,1,2797,68,4201177,21,67559,5,68143,8,50240,6,32249,6,54171,0,0,0,0,57,79396,11,7374,13,95924,13,41108,92,5297969,21,67232,4,3779,50,14954,3,900,37,50226,4,4017,1,395,2,1059,19,6242,41,12314,67,224991,2,20307,8,33217,20,371015,19,37366,5,2844,1,3322,3,99017,3,36845,3,17335,3,4715,8,68590,8,184210,6,3370,6,3370,6,484,18,280077,15,162689,8,24361,18,146226,3,27929,12,-81128,18,-53199,6,439,3,2516,2,59000,7,4873,14,1719016,4,104379,18,1823395,19,1528933,14,280442,5,-75929,19,204513,7,36981,0,0,0,0,37,13293,62,68,1129412
1000,QLD,4699,225,221,10839656,182,2381618,152,212748,2,3751,159,2463661,2,13404,153,9704604,41,52474,7,115222,7,73025,18,86927,15,132739,2,1862,2,55716,123,170647,21,2836,34,76833,33,32932,225,11423614,38,87221,8,40290,128,29552,2,7866,87,89196,10,6307,2,26,0,0,48,10317,116,33932,173,452982,12,159839,26,133262,59,114444,50,728469,17,113192,5,48051,8,256733,11,62453,6,14621,5,2401,11,31454,22,233860,12,2804,12,2804,11,278,40,421610,35,238674,20,29145,42,243680,15,65469,27,-155358,42,-89889,16,6459,4,85164,7,104484,22,43791,23,2234731,23,2273573,42,4508304,44,3106924,24,76894,27,-51917,47,24977,17,140262,0,0,0,0,102,31777,131,153,2540802
1001,QLD,4700,9026,8970,543766591,7585,121225093,6660,9912284,132,197372,7045,127520531,394,1528648,7534,437554870,1916,3956612,153,2625619,234,2507950,872,5099793,504,5545991,75,1045460,100,2637200,4815,7210061,917,474091,1703,13639492,1696,5840496,9008,567748699,1931,4491529,680,1311294,5474,1330330,401,739667,4679,5164326,539,193459,128,358070,184,960122,3075,1066218,4757,1617821,7603,21727117,766,13441777,1495,10945040,139,465569,1337,28982072,568,2453541,110,2266180,24,324723,133,1330139,467,11523405,368,4268137,675,26382963,776,19596157,506,1388001,469,673108,437,227910,1401,25684620,1153,13777690,801,1952684,1412,14821399,450,3632875,962,-8500028,1416,-4867153,511,463591,90,202416,141,2804789,573,1618081,76,7701173,589,74544189,646,82245362,644,51416366,88,1141590,621,29048983,685,30190573,352,11314298,99,285037,87,119432,4505,1390249,5363,7390,109280913
1002,QLD,4701,23180,23082,1283446434,19568,259845637,17289,23157363,280,369827,18361,274995684,676,2341651,20187,1141659325,4552,8359618,391,6551124,521,5118762,2187,11720118,1173,12254648,172,2640766,173,4006940,11788,13004211,2030,807137,3747,22083258,3738,9465502,23123,1331319565,5107,10844670,1610,3434933,15230,3747898,968,1631760,12553,12437613,1390,405535,258,405845,319,1158241,8159,2133460,11960,3080320,19784,46191680,1373,23654677,3542,24144706,146,255543,2729,46104854,1126,2502186,256,4740366,40,747255,239,2479986,923,6362309,711,1433847,1267,26890599,1457,33969111,1015,3606371,969,1736737,923,560033,2785,43082611,2344,24352262,1695,3432094,2801,24640454,849,5951266,1965,-15293465,2815,-9342199,915,844348,253,843328,254,4019520,1363,2841296,103,12116637,1123,109788091,1213,121904728,1204,93104589,126,-198791,1160,27731633,1271,27532842,682,7455046,215,548612,250,197253,12112,3697007,13050,19846,273966508
1003,QLD,4702,14974,14729,815029017,12015,174478495,10595,15093513,214,281956,11149,182429748,369,1251947,12055,715772251,2670,6317293,349,5820669,455,5421344,1197,6768175,735,7817810,99,1111909,78,1631286,8227,9324076,1386,526379,2407,19588291,2402,8393454,14928,866727329,3189,8002436,943,2750665,9424,2331078,521,706387,7325,7796215,909,315054,126,279739,133,475857,4484,1095754,7307,2724317,12211,33765140,713,12233818,1804,11766631,1679,17353145,2519,30375566,763,2071783,175,2840895,177,4278082,253,4043741,591,7253229,427,1717667,842,30160564,1133,37999642,588,1335634,562,411333,523,327783,1955,32758145,1624,18007360,1067,2533271,1965,17380715,657,4959844,1314,-10123045,1986,-5163201,784,941025,145,563533,259,4961671,1062,2307554,574,60210565,1016,92617518,1469,152828083,1481,138688435,624,-7109535,1045,14929045,1536,7819510,616,4562730,102,211325,119,110196,7029,2221108,9160,11781,179595851
1004,QLD,4703,12253,12169,731198167,9976,161789366,8776,13365992,250,330575,9223,169531417,330,1184335,9712,599094769,1962,5298664,282,6091096,330,5722239,975,5621997,698,7418298,124,1560959,144,2832927,6972,9789005,1167,641514,2480,22081303,2474,9462350,12219,764839219,2815,7641883,873,2212159,7216,1761349,520,761967,5786,6393598,663,266866,164,210874,227,857523,4023,1046693,6424,2445141,10153,30569562,698,12229274,1779,13998178,298,826713,1969,51688573,736,4077971,149,3312744,46,1489321,223,2419366,621,6788733,436,1451075,876,23629992,1182,31313320,690,3239620,595,1226231,589,655122,2097,33081105,1716,17723458,1202,2982355,2107,19025011,696,5185435,1422,-11835154,2124,-6649719,827,986009,160,615082,271,4780657,861,2162266,93,6213953,838,75747075,922,81961028,933,61288369,107,-761410,874,18363817,969,17602407,476,4775568,147,317701,113,81140,5596,1779576,7660,9503,155401508
1005,QLD,4704,91,88,4268700,68,884471,56,75788,1,1663,60,900311,2,6762,57,3315959,9,4993,0,0,1,242,4,36657,2,23364,0,0,0,0,55,35872,6,5913,12,233384,12,100019,91,4447294,15,29539,3,3360,44,12375,3,3134,30,27178,4,406,2,4,2,1258,25,30956,41,9152,66,166494,3,60384,6,40920,25,346509,19,381497,2,128,0,0,3,64709,0,0,2,652,1,2,2,1094,11,201004,2,36,2,36,1,0,13,207031,10,134380,2,5464,13,121629,4,37365,9,-91807,13,-54442,3,28,2,20,2,36467,6,12665,11,2757097,8,441729,18,3198826,18,3044369,11,-25434,8,119236,18,93802,6,63989,0,0,0,0,47,16430,49,55,787796
1006,QLD,4705,249,233,10696000,166,3350776,140,238370,2,3645,157,3169553,3,7649,131,5760596,25,144327,2,17800,3,9237,9,67341,3,30999,3,15988,2,27958,154,220591,27,13414,64,211040,64,90428,249,12819963,25,54706,6,7950,87,28757,3,5469,60,86974,7,3850,2,204,4,7315,32,11765,78,30537,158,671382,1,7596,12,77101,102,5300191,113,716812,26,91723,1,55410,4,96677,3,54420,22,187888,14,42109,31,1237884,38,2877244,20,42089,19,39306,18,2826,37,624923,30,306355,16,26724,39,334002,14,148914,25,-191072,39,-42158,17,17425,8,48259,19,385973,27,47882,29,5569946,32,1333120,56,6903066,60,5843525,32,312838,31,25008,57,337846,26,326357,2,3516,4,2965,107,37606,180,121,1261988
1007,QLD,4707,135,132,6212371,104,1306650,81,113730,6,6034,84,1318817,2,4382,95,5408739,19,96385,4,181220,8,50839,11,60344,17,182638,1,93,1,10188,68,157281,10,829,22,75499,22,32352,135,6639189,29,92803,9,14899,74,20262,2,2095,59,121843,2,1384,0,0,2,14180,34,18542,63,18324,97,325125,3,24079,7,26105,21,-79458,22,13948,5,6843,1,10809,3,104073,0,0,6,23177,3,265,7,80153,8,244915,6,12799,4,4979,4,497,15,213018,12,171443,8,23065,15,120829,3,19690,12,-122009,15,-102319,8,1813,0,0,1,1400,12,19393,12,1457184,13,2051366,21,3508550,21,3174802,13,-42162,13,315770,22,273608,11,86846,0,0,1,664,59,16687,71,93,1417144
1008,QLD,4709,538,535,54851503,453,15478957,432,1071090,22,20883,439,16570513,27,166195,500,58075156,55,59998,2,33393,8,30298,9,34101,2,33963,2,2104,3,84624,360,211983,40,25436,66,123603,66,52662,537,56719776,188,544037,41,78363,396,103394,41,73082,365,570858,46,27353,9,38837,4,14644,223,73870,318,154368,474,1855273,15,226268,78,562688,14,-82346,41,24630,25,64457,4,43391,4,49447,10,78291,20,179979,19,54692,24,388910,52,1056426,25,20104,24,16989,26,2378,208,3602217,211,2882213,157,619947,217,2482425,18,85726,199,-2468094,217,-2382368,30,18314,6,18666,0,0,82,176177,6,163898,20,1049504,25,1213402,26,1262501,9,-124069,21,38310,28,-85759,4,36167,2,315,4,3295,149,49074,450,489,18908481
1009,QLD,4710,2301,2280,126998216,1844,26940409,1588,2289522,41,48794,1698,28080892,41,133756,1833,107010339,428,980880,48,1428823,73,1537813,225,1286080,151,1611990,35,492754,33,904419,1180,1719887,205,89572,447,2609048,446,1114662,2289,134758608,566,1728757,148,412644,1391,350459,93,122764,1101,1103039,113,41850,47,90160,42,109873,762,174340,1190,490183,1905,5504353,141,2650059,277,2310722,23,293423,265,7186278,99,1193319,37,475450,4,135441,37,416119,96,2506305,60,785959,126,6911385,168,4243511,82,233684,80,94989,68,71380,372,6215592,308,3690452,217,636630,373,3404183,126,772103,247,-2287775,375,-1515672,138,59924,21,143076,27,563840,133,314115,12,962464,151,10185610,161,11148074,160,8134480,13,222247,166,2502711,176,2724958,91,601861,41,105782,26,14861,1101,352838,1201,1777,27016804
1010,QLD,4711,1007,997,64448348,837,14699753,763,1214693,17,21064,789,15624960,18,54498,859,55367125,203,347632,28,674806,30,443570,33,156553,35,330805,8,106106,8,228616,576,609112,127,74314,242,2477559,241,1061757,1006,66931890,208,493883,63,168742,657,144711,27,21675,520,505816,84,27220,7,10656,11,168561,338,85162,517,163082,862,2272357,62,952916,196,1569570,16,-283483,168,2290103,64,176987,5,90698,0,0,14,78349,60,567368,42,138028,72,1310525,90,3534270,60,207630,58,54787,55,36426,183,2253578,154,1393941,109,179235,181,1282766,49,369600,135,-971964,185,-602364,59,67786,9,12569,17,268570,83,214279,4,240773,61,8044096,62,8284869,66,6398571,4,111181,65,1758290,66,1869471,38,478591,8,13864,9,25174,447,139271,767,843,14400062
1011,QLD,4712,235,228,13387298,192,3049445,155,245401,4,7096,167,2909016,6,21196,159,9128000,19,81743,4,274624,11,262889,14,73426,13,137948,1,8517,0,0,148,366595,21,6299,39,82688,38,35082,234,23852836,34,103805,10,23149,116,25395,7,21785,84,90877,13,7282,4,220714,2,15883,51,13515,115,58765,164,724698,12,116162,24,177497,49,4159295,40,8965139,18,2596820,4,44747,2,65113,2,14845,10,126940,9,11738,11,549355,23,8178423,18,73036,16,10688,17,8353,42,1664275,34,1138107,17,40455,38,691896,16,180249,25,-386432,42,-206183,18,8813,5,65950,5,112900,14,30628,30,11218687,26,1640298,52,12858985,52,10625997,32,1508472,27,360703,54,1869175,29,176682,1,1277,0,0,110,33276,150,151,2332107
