,"Taxation statistics 2013–14 Individuals: Selected items by state/territory and postcode, 2013–14 income year",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141
1394,5577,SA,334,191,318,11041655,220,1823214,190,146271,3,5731,199,1763057,1,4447,210,7565623,48,87412,1,26566,1,38057,29,145969,23,287880,2,28837,2,59146,209,378653,47,17860,82,350226,82,150147,332,12061030,69,141601,12,34999,148,39509,6,10444,118,116767,4,1450,22,15320,8,7436,60,13369,132,33333,233,584411,14,237131,15,180969,76,465717,102,1840382,16,13513,3,73172,4,15811,3,4621,10,144499,6,26780,14,307623,24,206723,12,139707,11,1263,13,42210,43,463582,28,224879,8,15498,42,256518,23,141546,21,-174859,44,-33313,19,41413,3,4457,10,144330,9,25853,11,1092491,36,2973822,46,4066313,45,3572315,11,-57064,34,564968,44,507904,20,104620,3,5303,4,3248,176,59958,26,10245,3,2997
1395,5580,SA,198,142,197,8038565,147,1405703,124,106042,4,2250,130,1340388,1,2199,119,3932709,15,15058,0,0,1,1346,12,52201,14,122996,2,16396,2,50163,138,604031,57,18228,75,209667,75,89745,198,8732803,43,80959,8,10142,79,21119,0,0,59,57789,1,30,17,13045,9,1215,51,24442,62,17945,146,589744,6,148264,11,206458,51,2170988,63,978960,21,19410,1,31575,2,2339,3,1314,15,10419,11,1956,17,21622,19,42443,13,3281,13,3281,13,283,25,187703,14,102421,4,8678,25,128196,12,47262,13,-98854,25,-51592,19,10596,2,8,20,337917,12,25141,11,2099450,22,1344821,30,3444271,30,2686161,11,409822,19,348288,27,758110,14,154403,3,5684,1,161,102,33845,19,7408,1,34
1396,5581,SA,271,181,266,12118425,186,2444327,155,157739,3,3234,164,2404110,3,20316,147,6593919,31,40799,0,0,2,28524,25,182448,30,346660,7,73911,13,453217,178,577605,54,28454,104,1232980,104,528397,270,12760261,48,100364,8,12057,96,22139,3,5950,71,52510,5,845,17,37701,15,12414,51,14434,92,32027,189,554316,9,135914,18,233029,22,876147,71,1054521,27,61344,2,40002,2,2888,6,100662,16,205937,11,48965,30,725591,38,399977,26,63363,25,14575,20,1139,57,538033,41,304022,31,28112,59,313404,21,111108,37,-218613,58,-107505,14,26578,4,36079,13,239713,10,23510,7,483415,18,1861419,24,2344834,24,2063616,7,-111990,19,331822,24,219832,9,76072,14,43068,2,415,116,39116,36,16285,2,27103
1397,5582,SA,312,201,311,13634577,239,2432223,203,176345,3,3048,212,2319961,2,10500,187,8093130,38,19730,5,22245,2,98947,21,133698,38,424055,5,21315,19,528875,203,400966,71,32971,118,910655,117,390296,310,14318188,60,98271,14,14521,133,34903,6,6170,107,101610,2,745,14,8013,22,27306,79,29339,127,36676,229,683611,10,149988,24,173895,25,1972017,78,1214148,33,67165,0,0,0,0,1,1054,18,49839,12,7377,30,140717,24,238432,31,28494,32,28472,27,1448,54,545245,39,357300,22,25044,53,273914,22,91295,32,-202308,54,-111013,15,2859,8,31640,17,289279,16,34503,5,855714,13,452257,18,1307971,16,1090836,5,102835,13,114300,18,217135,10,15552,14,38706,5,4601,163,55661,42,17531,6,38040
1398,5583,SA,391,211,386,15410623,285,2552988,238,191675,4,5313,246,2425200,2,9432,251,9999621,59,66508,5,26780,2,2118,45,294319,40,375728,4,49459,13,449457,252,577885,48,12837,85,166927,84,71315,388,16279335,85,155305,26,38895,191,47085,9,18156,167,131084,8,1458,25,16475,10,1186,90,24475,172,40035,302,744552,14,327459,17,306884,10,217730,82,2394689,19,55955,0,0,0,0,6,36959,20,221681,16,40330,21,447532,28,543378,16,15486,17,15246,14,1666,60,813675,40,201635,21,28521,60,349589,35,335677,25,-101747,60,233930,21,58431,2,1528,9,214250,15,56148,13,2049894,32,1495049,42,3544943,40,2626773,13,585498,32,354872,42,940370,18,125910,14,40877,3,9161,201,67990,42,18262,9,98997
1399,5600,SA,3721,2344,3716,237607496,3229,51951962,2929,3322233,139,147450,3035,53748862,116,425475,3208,214857010,511,1717717,97,1040698,101,972965,226,1153917,176,1845725,36,319786,34,819373,2054,2408391,629,370647,876,3989255,876,1709331,3717,246916214,1239,2584956,314,277997,2677,671043,209,338194,2633,2551175,108,78211,93,109334,128,295783,1512,391261,2127,570877,3310,9145910,255,4641951,734,5311332,21,46690,604,10084373,186,552402,16,273837,6,137423,28,412249,176,1571452,142,350110,230,3399349,263,3507429,182,290901,158,46198,123,37966,689,9543518,608,6311985,324,759826,702,5558945,186,1123367,515,-4210605,701,-3087238,204,240377,26,68456,48,775221,232,479346,26,481644,194,16223697,220,16705341,205,13079793,28,-16753,197,3417435,224,3400682,107,672779,41,95139,38,18658,1628,517193,232,99634,146,545241
1400,5602,SA,717,429,708,37306725,573,7754834,504,522602,20,23121,519,7704413,6,14298,501,27478828,101,140446,6,82918,4,115380,39,233746,39,436401,8,83969,4,91574,433,1023931,103,22231,172,298291,172,127753,715,39228239,128,274469,53,141811,384,94503,27,42752,289,271587,11,8237,13,7514,3,9383,168,108548,292,129357,541,1739319,25,363306,55,404246,134,5230062,199,2690357,41,100847,1,26673,8,97014,12,154116,28,194338,21,32271,41,689905,71,914779,27,554346,22,3434,23,103731,120,1486500,94,910967,41,96318,120,762855,48,276656,73,-560296,121,-283640,53,210780,7,40754,28,542255,55,108903,15,966117,37,3090738,50,4056855,48,3143686,16,92905,39,794289,53,887194,23,226112,8,12979,5,2668,344,113059,62,28041,10,38460
1401,5603,SA,241,136,234,10030703,183,1810550,153,134224,1,800,161,1753711,1,2769,150,5883062,22,35121,3,40505,3,38414,15,100838,22,250929,1,7058,0,0,161,399499,46,20186,72,173611,72,74367,240,10709599,40,76407,8,14931,100,21641,4,9098,72,64976,2,1475,2,3788,9,11586,46,15234,70,24409,172,528953,8,102276,11,99243,76,2885066,77,566171,21,4749,1,18000,1,17733,0,0,13,62115,11,7472,19,254167,33,359168,12,1582,12,1582,9,262,39,319283,35,249256,9,8107,40,178953,18,32879,22,-149912,40,-117033,15,7328,4,527,13,212320,26,73088,8,2239439,21,683606,26,2923045,26,2510475,8,45769,21,353638,26,399407,14,86372,1,1059,1,1059,121,40952,21,9339,6,13841
1402,5604,SA,113,73,112,4515937,82,841462,63,59582,4,3187,69,839273,1,2752,61,2985496,11,27418,1,61627,1,15556,6,52585,12,135046,1,4953,1,36046,77,167212,21,2846,32,85106,31,36471,112,4759774,24,51228,6,6575,41,9286,3,6712,34,27119,3,1384,4,1250,3,581,25,17244,40,19143,83,236490,3,50875,2,30250,25,190363,39,499235,10,10177,2,22561,0,0,1,1059,11,156151,8,35742,17,307201,23,309084,5,2463,5,2463,4,142,33,251944,23,128109,13,11244,33,144004,15,56309,18,-87722,33,-31413,11,3019,0,0,3,85000,10,10968,4,235928,7,544729,10,780657,10,514679,4,69017,7,196961,10,265978,6,58670,1,3605,3,1810,54,18195,7,3500,2,2803
1403,5605,SA,1034,628,1016,46658594,800,8806612,665,615412,22,28095,692,8642748,9,32654,626,27001555,151,293473,3,21299,6,22065,62,384430,97,1033195,21,209216,25,662352,656,1763036,191,38231,326,1256535,326,538511,1029,50092695,170,364019,56,163245,437,110423,26,31020,325,272426,10,2757,11,6602,25,121782,213,62042,400,141148,748,2986057,45,720200,78,552450,193,6144073,329,7068097,76,238352,17,300551,12,92479,23,68528,57,1569564,39,571238,83,7405179,107,1017105,61,133730,55,11184,50,33205,148,1685327,101,820245,44,101707,149,886684,65,336143,82,-459452,147,-123309,93,94106,20,61356,73,1573165,58,135749,26,1695772,79,5515432,96,7211204,93,5212339,27,462770,80,1550368,98,2013138,51,337326,31,67674,7,4603,528,170953,96,40711,14,86725
1404,5606,SA,8742,4240,8687,438432087,7304,83958921,6407,5930398,193,247588,6696,84979372,186,615288,6835,323600049,1276,2603606,109,1851238,124,1832996,813,4584759,514,5304929,94,1328260,148,4577302,4908,6776534,855,488546,1706,11890421,1706,5092854,8718,460078124,1886,3951201,667,1481110,5152,1308588,325,621419,3832,3484484,127,44210,125,158272,191,370026,2051,619596,3539,1232948,7147,20291338,540,10090582,621,5771550,431,11727424,1739,50769349,454,2434847,102,2617607,9,36750,92,451844,448,4511319,344,808473,577,14244929,674,10686784,350,883601,325,166039,293,244134,1190,15818543,959,8426509,372,1001174,1188,8462635,424,2832387,774,-4904162,1198,-2071775,521,856260,85,879614,302,5646018,629,1360823,72,4502368,589,48427227,650,52929595,623,36377576,76,1743013,598,14440640,662,16183653,407,3345859,178,504979,80,51328,4949,1634021,635,266731,213,975824
1405,5607,SA,1690,855,1673,72584623,1284,13979085,1106,997055,22,31208,1173,13724920,19,62524,1092,49035333,231,621459,22,243455,17,165391,139,751889,94,980800,29,284694,45,1470402,1003,2035511,206,54927,390,1647533,389,705831,1687,77627935,299,612750,99,264996,774,188227,47,77459,582,518323,17,2734,22,5181,37,22541,345,173113,599,210611,1248,4377474,66,1229171,101,891409,328,8213599,473,7825326,118,305456,24,399146,6,45719,21,138078,92,803824,59,121059,131,4395825,152,2354017,74,144370,69,109521,60,11821,224,2785250,169,1296940,58,87545,228,1441135,101,589262,130,-629632,231,-40370,96,125853,27,113561,112,2121998,87,179002,41,5413580,140,6756687,176,12170267,171,9494175,46,106522,140,2391284,179,2497806,87,491078,55,153359,7,2829,914,307198,149,65586,34,103940
1406,5608,SA,6120,2570,6101,338871541,5190,67596564,4575,4614798,167,185785,4800,69815379,159,534114,5519,319923048,761,1634629,100,1108802,147,1140505,761,4795418,381,4339026,59,495493,52,1094576,2586,2053134,627,199646,761,2381970,760,1020537,6107,351098804,1939,3622705,409,493474,4723,1213389,348,430306,4435,3873197,93,32793,70,24400,80,118153,2263,509849,3411,693631,5471,11973585,311,5765609,854,4565478,11,19136,539,5628414,137,373291,26,350520,5,15050,32,106971,147,949034,108,178169,183,2178886,217,2744106,148,691871,107,83268,91,135405,550,5935797,499,4134063,256,483713,555,3690649,128,509367,432,-2881995,560,-2372628,173,335995,36,143989,27,512734,230,440326,19,388153,195,9144527,212,9532680,197,6701780,22,87782,201,2711102,218,2798884,95,398494,63,118386,50,23813,2892,939990,297,123456,205,521633
1407,5609,SA,744,477,741,51626282,653,11715285,614,742419,43,54332,623,12299740,41,164240,681,50258015,85,316058,9,88119,9,28698,30,193243,22,231274,7,63491,2,53820,398,237238,116,53480,126,372137,126,159446,741,53406264,251,496802,64,53868,590,138681,40,61979,579,563259,20,14044,10,5540,12,25006,309,80056,425,136035,689,1774237,58,1207563,146,786907,4,102716,89,1056919,26,13945,4,88573,0,0,10,69974,18,181329,15,7764,26,363938,42,953391,27,30094,20,2409,19,230,105,1271148,102,1048880,65,208197,105,793453,13,47275,92,-826657,105,-779382,30,5163,4,3791,3,76186,47,121670,3,4519,34,4487394,37,4491913,39,4060940,3,3389,36,395187,39,398576,15,174077,7,9520,7,7300,284,91946,20,9425,12,15887
1408,5630,SA,79,40,78,3559107,62,706777,56,52210,2,4414,57,702164,1,6975,52,2268123,12,83198,0,0,0,0,4,19754,0,0,0,0,0,0,48,107827,14,812,20,37763,20,16180,78,3843312,7,30828,5,14217,37,7785,4,13197,29,32963,0,0,0,0,0,0,10,3269,25,4573,60,284205,5,70291,2,5633,27,804276,21,78357,2,16,1,180,0,0,1,346,3,3664,3,660,3,7328,2,11922,2,37,2,37,2,3,10,235460,10,78751,2,3705,12,113235,1,135756,11,-95987,12,39769,9,346,0,0,8,171405,10,5968,3,248109,10,287464,13,535573,12,340280,3,58715,10,133965,13,192680,5,35213,0,0,0,0,43,12372,4,1511,0,0
1409,5631,SA,789,482,784,44005678,647,9618231,567,617644,15,19162,594,9354841,13,46260,499,20909215,105,228472,3,7022,3,53441,21,156593,23,248680,8,75654,3,9726,511,1320073,147,171468,308,1425416,308,610819,788,47253267,136,307095,41,106121,358,86126,19,17524,241,180954,12,4011,9,40467,43,76942,161,114210,242,74578,600,3047842,33,478605,50,372523,261,15613360,318,6898395,76,548944,2,3197,3,195305,6,37390,45,212295,38,47228,74,1238888,100,869881,64,16352,64,16287,62,1195,120,1132684,89,687798,37,61338,118,572311,47,248970,73,-437733,120,-188763,48,28295,16,32698,91,1930287,60,109527,8,590346,29,1529498,35,2119844,35,1515980,9,-184278,28,735042,35,550764,19,129562,7,10881,9,5566,411,128709,62,26394,6,4897
1410,5632,SA,138,91,136,9414298,117,2273452,109,138386,7,9978,113,2197777,1,564,70,2643239,12,34413,0,0,0,0,2,17845,4,55011,2,12644,0,0,90,296262,34,7491,59,55868,59,23925,138,10016329,18,61097,3,20437,46,8983,3,3076,27,27374,4,302,1,20,6,353,24,18042,29,5932,87,542344,5,89905,9,152385,83,5733940,90,1369513,23,116853,0,0,0,0,0,0,11,12947,11,2863,15,40758,18,54509,13,378,13,378,12,68,21,152854,14,56332,2,63,20,66144,11,39305,10,-8990,21,30315,10,17689,6,23916,17,365500,10,31228,3,193414,8,87001,10,280415,10,199249,2,30867,7,49146,9,80013,4,4710,2,1897,1,73,63,18399,8,3727,0,0
1411,5633,SA,219,133,204,8107601,153,1565380,135,116223,0,0,140,1495214,6,20967,106,3341505,23,38331,0,0,1,2730,9,73276,10,87646,1,7215,2,2754,135,340300,42,5034,73,256451,73,109890,219,9410368,23,53186,7,5259,61,12557,4,8699,47,34600,2,653,5,1279,8,3745,29,8207,59,19447,137,591388,3,50996,4,31906,103,3288849,102,1153755,27,9829,0,0,0,0,1,4810,17,33116,14,3578,24,1334894,27,513774,15,3990,16,3989,15,619,31,375183,21,141927,2,3728,33,191342,16,106761,17,-68575,33,38186,23,25878,6,41365,22,411667,12,32089,9,696865,23,467281,27,1164146,22,976262,9,5445,21,182442,25,187887,14,42203,1,1010,1,71,105,33859,10,4502,1,68
1412,5640,SA,674,429,661,30599906,531,5941603,471,426988,13,9008,492,5914809,14,61863,409,18150949,111,137945,8,56802,3,4209,23,151971,42,433563,9,128283,8,184597,501,1206001,130,28621,201,798017,201,340744,668,33407150,112,190620,45,103329,290,61953,15,20965,225,190299,10,1374,16,44099,12,9194,133,61203,228,71158,511,2115916,40,699982,45,315232,152,5291363,222,5846237,49,499900,2,6936,5,74363,6,28219,37,332535,25,59837,49,1378336,72,705994,29,13536,27,3213,23,1199,98,948337,66,375355,29,45803,98,413124,53,329085,47,-215030,100,114055,36,67946,8,66528,66,1258110,51,102218,23,3112540,56,3673220,74,6785760,71,5565467,24,491217,55,750927,74,1242144,36,289281,11,16678,8,5928,356,113843,70,30902,12,60043
1413,5641,SA,643,473,616,30223133,513,5942321,430,415853,7,13268,449,5676146,7,20478,362,14299826,84,147409,1,8772,0,0,27,122675,51,599378,5,38349,5,117681,498,1508210,146,21652,221,874913,222,374950,640,33836322,71,157055,28,47994,235,51863,6,7996,188,161709,15,3693,16,12760,12,9553,110,39320,176,50643,441,2023620,22,353661,25,203425,235,12382395,274,3545473,75,79613,1,636,4,51162,6,45714,56,474365,36,78571,71,1397166,66,585434,47,6996,47,6996,41,795,87,826215,66,489424,29,29868,84,394488,30,170931,57,-258496,87,-87565,54,33407,3,48007,71,1357792,53,123242,16,2753203,37,2899185,48,5652388,45,4770439,16,-2951,34,846311,46,843360,27,257093,6,14820,4,2332,325,99669,56,22208,3,240
1414,5642,SA,120,87,116,6220628,107,1303696,85,86308,4,5088,89,1222508,0,0,49,1510183,10,5251,0,0,0,0,4,28721,0,0,0,0,0,0,94,421454,39,5444,50,82478,50,35339,119,7186621,15,37438,3,4982,35,6192,0,0,27,28399,0,0,6,51416,4,2339,12,7725,38,14208,87,727803,2,30002,6,57698,64,4180716,57,959960,18,31100,2,35868,0,0,1,3965,5,15410,3,3032,8,60911,12,68703,8,30578,8,30578,5,8731,23,294268,20,215545,7,17100,23,162888,8,17395,15,-118660,23,-101265,14,680,1,165,24,541510,10,29265,7,1143226,11,169969,14,1313195,14,1194340,7,41781,12,77374,15,119155,9,17622,0,0,2,553,70,20808,11,4341,1,5469
1415,5650,SA,79,36,77,4022640,61,835486,56,57046,2,4700,59,784179,0,0,35,859977,4,1538,1,1400,0,0,6,34475,3,31023,2,8048,2,55175,59,226509,16,1126,28,363110,28,155611,79,4458141,7,15440,1,1308,22,4989,2,807,19,7151,0,0,6,1102,2,790,12,5140,18,4124,50,426789,2,22853,3,80639,43,2098118,45,297600,9,4088,0,0,0,0,3,6251,8,2895,8,429,8,7522,4,23488,8,993,8,993,6,248,8,102069,8,33657,2,6302,8,57294,4,19998,4,-15182,8,4816,6,233,3,3266,16,379950,4,5943,2,144273,5,1022135,6,1166408,6,1070089,2,-53420,5,149397,6,95977,3,22654,2,2323,1,1844,39,12766,9,3616,0,0
1416,5651,SA,105,80,103,7258861,89,1777212,80,105059,0,0,83,1695076,3,10288,32,1159273,6,17232,0,0,0,0,3,25294,3,44788,1,27845,0,0,88,393728,16,9821,44,254584,44,109096,105,8010379,10,27956,6,20108,18,3841,0,0,14,14623,1,329,1,2000,12,11711,20,10216,34,12783,76,734750,0,0,6,98458,68,5126956,59,835082,16,12864,1,6889,0,0,1,29404,14,87936,14,17459,22,247537,17,122168,10,5816,9,885,9,109,17,141049,13,77985,4,9175,17,87673,5,6567,12,-40351,17,-33784,25,16904,2,2747,24,605725,5,25458,5,1531166,5,469313,9,2000479,9,1181986,5,890337,5,-87169,9,803168,5,154835,1,4176,0,0,47,11754,5,2020,0,0
1417,5652,SA,466,268,458,22436688,377,4379448,334,310204,5,6794,348,4391725,6,31475,314,12838006,59,81786,2,3414,0,0,22,125302,30,325902,9,122639,0,0,332,682470,56,19958,99,836164,99,358107,465,23993833,100,229567,31,56498,221,58740,13,26681,191,176092,6,11474,5,17005,15,49224,81,22410,169,57642,351,1401402,24,361143,37,517225,101,4786410,148,3364111,47,303971,1,19598,1,3030,7,21353,27,425623,19,100208,41,960414,57,605980,21,17453,20,4332,14,572,60,510092,42,228260,14,24427,58,331950,27,119937,34,-194482,61,-74545,45,97827,0,0,34,642448,31,53621,12,1050780,53,2700926,60,3751706,55,2967911,13,29352,54,755167,61,784519,34,100109,8,18190,4,2830,261,82788,64,25275,2,10
1418,5654,SA,117,50,115,5315105,85,1018514,79,73700,6,4917,82,943529,4,11424,73,2740281,16,17915,1,8480,0,0,11,80155,7,79061,0,0,0,0,81,158011,20,1743,31,136372,31,58437,117,5761148,26,60144,4,3087,39,7609,3,2915,33,31068,0,0,0,0,3,10081,19,6456,36,8252,77,308147,2,29948,4,74407,31,2122810,38,342899,4,2467,0,0,1,2138,2,5062,4,10333,3,918,6,338045,20,115408,4,14131,4,14131,3,58,13,129383,11,49502,7,9565,13,66144,5,21380,8,-17208,13,4172,6,3163,1,924,9,167000,8,11535,10,921907,7,143670,16,1065577,15,707645,11,279558,7,78374,17,357932,8,48930,0,0,0,0,60,18235,14,6201,2,7166
1419,5655,SA,66,32,65,2541644,53,420044,39,30776,2,2670,45,411180,0,0,42,1115203,9,62950,0,0,0,0,2,17104,2,30340,3,25733,0,0,48,173734,4,35730,21,205702,21,88155,65,2812388,17,62779,2,540,26,6728,2,1743,21,17535,0,0,1,4949,3,4525,9,4369,17,5433,47,270744,1,4686,4,65007,17,580346,23,87232,11,4706,0,0,0,0,0,0,8,58437,5,14750,10,119506,11,205616,6,242,6,242,7,28,6,74329,5,40384,0,0,6,38562,4,10886,2,-15503,6,-4617,2,457,3,3717,6,143958,8,18185,1,67102,5,141177,6,208279,6,61498,1,58718,5,88063,6,146781,4,19916,1,500,0,0,40,14110,10,4363,0,0
1420,5661,SA,88,41,88,4020809,74,711010,66,54406,2,2625,72,726741,2,8935,60,2522316,15,6684,0,0,0,0,6,37233,1,1054,0,0,0,0,56,148364,11,3635,21,118006,21,50566,88,4291944,26,74132,5,13485,45,11796,1,1000,34,44548,0,0,1,4999,1,157,7,2957,31,7819,64,269051,0,0,1,38913,23,1210132,27,393172,4,3033,0,0,0,0,1,70288,4,42761,3,9267,8,86811,11,358588,2,1167,2,1167,1,7,15,145103,12,42862,7,12635,15,71315,10,36483,5,-18192,15,18291,7,1007,0,0,4,103664,4,4494,6,482447,4,562479,10,1044926,9,1268870,6,-251323,5,-42909,11,-294232,7,21616,0,0,0,0,52,17419,11,3966,0,0
1421,5670,SA,270,115,265,10912389,185,1948167,167,147112,3,8173,172,1978391,5,17334,177,7125126,43,60293,3,18581,0,0,26,247386,12,132440,3,28822,1,50084,137,319284,27,3945,44,657767,44,281890,268,11675260,60,161213,16,19646,127,36743,8,7812,97,100071,2,510,9,12492,4,5898,67,17561,92,27636,195,723592,21,303098,18,122726,49,778947,67,1747033,20,98033,3,116514,1,3776,3,6710,4,42025,4,11818,6,116488,17,279596,8,13137,7,9672,4,57,34,352781,23,144265,19,45219,35,209780,15,72930,20,-119413,35,-46483,9,21449,3,32345,12,311148,14,22862,11,446490,26,895959,34,1342449,32,1165769,11,-8695,26,178278,34,169583,22,20583,4,9331,2,795,136,42554,29,12116,3,923
1422,5671,SA,97,46,97,6656576,77,1605527,72,95931,9,14194,75,1551536,3,9212,58,2146473,9,26649,1,10223,3,31602,2,4035,3,37851,1,8157,1,129561,66,287553,22,8183,33,223080,33,95601,97,7264911,27,92390,6,10109,35,10368,3,8357,32,49459,2,35,6,7897,6,3086,15,4007,29,12355,70,608334,1,6604,7,195388,43,4063093,51,473922,19,18715,0,0,0,0,0,0,3,4564,3,252,10,401932,17,154401,11,4999,11,4999,8,217,14,124630,12,54164,4,4286,12,52458,5,27517,7,-13795,12,13722,8,2233,3,12986,12,390000,11,20271,4,163423,6,130403,10,293826,7,174882,4,66337,6,50813,10,117150,6,24003,2,14179,1,206,37,10672,10,4684,3,590
1423,5680,SA,1271,635,1261,57840635,1000,10673123,856,771004,33,57291,900,10470781,17,55170,856,36637146,173,333089,18,371568,10,81567,91,564851,83,984306,11,100827,15,376071,760,1774507,168,146764,327,1549763,327,663952,1266,61281648,246,655993,90,181757,638,168664,22,29054,450,381823,9,4075,13,2611,20,26872,202,184632,458,146669,914,3014357,50,798160,85,1008380,207,6841368,334,6269224,76,187100,2,201378,5,114697,14,46702,47,495189,31,72942,69,2448774,114,1395454,46,528738,40,12832,43,176804,209,2065737,163,986363,60,77767,209,1142817,90,431680,123,-572890,213,-141210,66,112395,16,100540,52,1082069,78,150134,40,3049153,118,6439961,155,9489114,147,6387048,42,581496,119,2472945,157,3054441,90,536126,17,27975,5,2655,680,227659,150,66793,26,113096
1424,5690,SA,2214,779,2207,105034118,1798,19090366,1585,1413602,82,100534,1640,19115706,51,146614,1787,79008205,395,869068,14,144122,28,111809,312,2269549,151,1622276,12,92423,18,541713,1157,2330675,165,43794,358,2415672,355,1035595,2211,110908030,668,1354632,161,217936,1431,342742,52,66264,1332,902583,6,1686,21,26150,41,98509,398,117599,1088,342401,1848,5554254,121,2053338,119,1204459,198,10005515,320,5325091,63,86398,9,180221,13,330255,10,155357,70,446251,52,91151,96,1182837,163,1763163,59,190850,52,45856,52,4193,289,3558771,226,1907638,70,151987,289,2048324,100,524335,189,-1073513,289,-549178,134,99857,20,61991,86,1918672,101,157691,49,6100932,145,14078314,191,20179246,187,14514349,50,1674778,148,3740047,194,5414825,116,1157873,20,52575,11,14011,1207,382425,209,87851,52,115466
1425,5700,SA,5733,2610,5711,297526537,4847,57123798,4281,4023407,160,185763,4475,57320299,144,462913,4987,266245558,840,1537640,90,1599744,89,972103,628,3751046,400,3882787,52,392718,176,4926557,3163,3257452,448,81127,912,2684301,909,1150224,5716,311153163,1934,4328282,475,1289371,4165,986378,220,404192,4004,3489638,108,36621,57,49514,72,161901,3039,548172,2981,787488,5099,13502263,418,7929245,635,5499901,35,-320785,607,10334566,253,544356,38,1063081,12,205605,39,393281,200,1677517,161,331796,268,4813481,346,3412096,239,614788,218,83813,206,187342,766,9400472,637,5423431,341,602074,774,5732705,245,1163479,533,-3521217,778,-2357738,335,641672,44,208592,64,771707,308,644685,13,103173,280,22963964,294,23328084,266,17161337,19,-237695,285,6015163,305,5775226,157,1267432,166,390538,59,37937,3109,996183,462,196898,158,646235
1426,5710,SA,1292,668,1290,73529122,1129,14881215,1026,1028311,33,34705,1069,15063401,25,79815,1153,69041441,230,494810,20,165505,25,161110,74,330768,57,528098,15,154787,22,515988,753,539462,117,13832,219,710109,219,303988,1291,77461765,545,1400558,122,554672,1005,248028,71,130620,965,1040691,36,12367,12,39862,14,29272,705,108362,708,186948,1168,3908431,88,1643338,174,1275178,30,-10561,126,3137786,49,38405,3,56678,5,35238,17,163186,45,288375,36,64473,71,648765,95,882829,45,79504,43,68941,44,35318,191,2116006,163,1290879,97,156906,193,1295790,56,214855,138,-842424,194,-627569,93,56552,12,33290,7,32298,70,124511,4,92758,75,4805211,79,4897969,80,3852848,5,-37257,80,943136,85,905879,43,150903,23,49443,14,7311,706,221933,84,37403,41,72809
1427,5720,SA,111,56,111,6842435,99,1415573,96,98921,2,2636,98,1398281,4,10538,102,5927516,9,21460,1,773,0,0,6,22531,2,9773,0,0,3,95170,71,70692,17,6756,23,147083,23,63029,111,7178249,38,108298,16,30982,85,31043,9,13730,66,66027,5,2165,1,20,5,177,51,19486,51,17344,103,335814,3,46844,6,23993,7,432182,13,239363,5,3819,4,105347,0,0,2,32486,5,15681,4,3075,7,96056,7,21563,5,2472,5,2472,4,313,30,260519,23,119714,10,18121,30,170711,8,48493,23,-96520,31,-48027,7,1543,1,6745,0,0,9,46542,1,23800,5,90199,6,113999,7,56365,1,12143,6,13418,7,25561,3,5618,2,7667,0,0,60,17894,14,5961,1,14
